"resource","quality","season","zone","value"
"solar","energy","sum","factory_blades",0.00
"solar","energy","shoulder","factory_blades",0.00
"solar","energy","wint","hospital",0.00
"solar","energy","sum","hospital",0.00
"solar","energy","shoulder","hospital",0.00
"solar","energy","wint","multifunction",0.00
"solar","energy","sum","multifunction",0.00
"solar","energy","shoulder","multifunction",0.00
"solar","energy","wint","northDistrict",0.00
"solar","energy","sum","northDistrict",0.00
"solar","energy","shoulder","northDistrict",0.00
"solar","energy","wint","quality",0.00
"solar","energy","sum","quality",0.00
"solar","energy","shoulder","quality",0.00
"solar","energy","wint","reserved",0.00
"solar","energy","sum","reserved",0.00
"solar","energy","shoulder","reserved",0.00
"solar","energy","wint","residential",0.00
"solar","energy","sum","residential",0.00
"solar","energy","shoulder","residential",0.00
"solar","energy","wint","school",0.00
"solar","energy","sum","school",0.00
"solar","energy","shoulder","school",0.00
"solar","energy","wint","tech",0.00
"solar","energy","sum","tech",0.00
"solar","energy","shoulder","tech",0.00
"uranium","mass","wint","dormitories",0.00
"uranium","mass","sum","dormitories",0.00
"uranium","mass","shoulder","dormitories",0.00
"uranium","mass","wint","energyIsland",0.00
"uranium","mass","sum","energyIsland",0.00
"uranium","mass","shoulder","energyIsland",0.00
"uranium","mass","wint","factory",0.00
"uranium","mass","sum","factory",0.00
"uranium","mass","shoulder","factory",0.00
"uranium","mass","wint","factory_assembly",0.00
"uranium","mass","sum","factory_assembly",0.00
"uranium","mass","shoulder","factory_assembly",0.00
"uranium","mass","wint","factory_blades",0.00
"uranium","mass","sum","factory_blades",0.00
"uranium","mass","shoulder","factory_blades",0.00
"uranium","mass","wint","hospital",0.00
"uranium","mass","sum","hospital",0.00
"uranium","mass","shoulder","hospital",0.00
"uranium","mass","wint","multifunction",0.00
"uranium","mass","sum","multifunction",0.00
"uranium","mass","shoulder","multifunction",0.00
"uranium","mass","wint","northDistrict",0.00
"uranium","mass","sum","northDistrict",0.00
"uranium","mass","shoulder","northDistrict",0.00
"uranium","mass","wint","quality",0.00
"uranium","mass","sum","quality",0.00
"uranium","mass","shoulder","quality",0.00
"uranium","mass","wint","reserved",0.00
"uranium","mass","sum","reserved",0.00
"uranium","mass","shoulder","reserved",0.00
"uranium","mass","wint","residential",0.00
"uranium","mass","sum","residential",0.00
"uranium","mass","shoulder","residential",0.00
"uranium","mass","wint","school",0.00
"uranium","mass","sum","school",0.00
"uranium","mass","shoulder","school",0.00
"uranium","mass","wint","tech",0.00
"uranium","mass","sum","tech",0.00
"uranium","mass","shoulder","tech",0.00
"uranium","energy","wint","dormitories",0.00
"uranium","energy","sum","dormitories",0.00
"uranium","energy","shoulder","dormitories",0.00
"uranium","energy","wint","energyIsland",0.00
"uranium","energy","sum","energyIsland",0.00
"uranium","energy","shoulder","energyIsland",0.00
"uranium","energy","wint","factory",0.00
"uranium","energy","sum","factory",0.00
"uranium","energy","shoulder","factory",0.00
"uranium","energy","wint","factory_assembly",0.00
"uranium","energy","sum","factory_assembly",0.00
"uranium","energy","shoulder","factory_assembly",0.00
"uranium","energy","wint","factory_blades",0.00
"uranium","energy","sum","factory_blades",0.00
"uranium","energy","shoulder","factory_blades",0.00
"uranium","energy","wint","hospital",0.00
"uranium","energy","sum","hospital",0.00
"uranium","energy","shoulder","hospital",0.00
"uranium","energy","wint","multifunction",0.00
"uranium","energy","sum","multifunction",0.00
"uranium","energy","shoulder","multifunction",0.00
"uranium","energy","wint","northDistrict",0.00
"uranium","energy","sum","northDistrict",0.00
"uranium","energy","shoulder","northDistrict",0.00
"uranium","energy","wint","quality",0.00
"uranium","energy","sum","quality",0.00
"uranium","energy","shoulder","quality",0.00
"uranium","energy","wint","reserved",0.00
"uranium","energy","sum","reserved",0.00
"uranium","energy","shoulder","reserved",0.00
"uranium","energy","wint","residential",0.00
"uranium","energy","sum","residential",0.00
"uranium","energy","shoulder","residential",0.00
"uranium","energy","wint","school",0.00
"uranium","energy","sum","school",0.00
"uranium","energy","shoulder","school",0.00
"uranium","energy","wint","tech",0.00
"uranium","energy","sum","tech",0.00
"uranium","energy","shoulder","tech",0.00
"vegWaste","mass","wint","dormitories",0.00
"vegWaste","mass","sum","dormitories",0.00
"vegWaste","mass","shoulder","dormitories",0.00
"vegWaste","mass","wint","energyIsland",0.00
"vegWaste","mass","sum","energyIsland",0.00
"vegWaste","mass","shoulder","energyIsland",0.00
"vegWaste","mass","wint","factory",0.00
"vegWaste","mass","sum","factory",0.00
"vegWaste","mass","shoulder","factory",0.00
"vegWaste","mass","wint","factory_assembly",0.00
"vegWaste","mass","sum","factory_assembly",0.00
"vegWaste","mass","shoulder","factory_assembly",0.00
"vegWaste","mass","wint","factory_blades",0.00
"vegWaste","mass","sum","factory_blades",0.00
"vegWaste","mass","shoulder","factory_blades",0.00
"vegWaste","mass","wint","hospital",0.00
"vegWaste","mass","sum","hospital",0.00
"vegWaste","mass","shoulder","hospital",0.00
"vegWaste","mass","wint","multifunction",0.00
"vegWaste","mass","sum","multifunction",0.00
"vegWaste","mass","shoulder","multifunction",0.00
"vegWaste","mass","wint","northDistrict",0.00
"vegWaste","mass","sum","northDistrict",0.00
"vegWaste","mass","shoulder","northDistrict",0.00
"vegWaste","mass","wint","quality",0.00
"vegWaste","mass","sum","quality",0.00
"vegWaste","mass","shoulder","quality",0.00
"vegWaste","mass","wint","reserved",0.00
"vegWaste","mass","sum","reserved",0.00
"vegWaste","mass","shoulder","reserved",0.00
"vegWaste","mass","wint","residential",0.00
"vegWaste","mass","sum","residential",0.00
"vegWaste","mass","shoulder","residential",0.00
"vegWaste","mass","wint","school",0.00
"vegWaste","mass","sum","school",0.00
"vegWaste","mass","shoulder","school",0.00
"vegWaste","mass","wint","tech",0.00
"vegWaste","mass","sum","tech",0.00
"vegWaste","mass","shoulder","tech",0.00
"vegWaste","energy","wint","dormitories",0.00
"vegWaste","energy","sum","dormitories",0.00
"vegWaste","energy","shoulder","dormitories",0.00
"vegWaste","energy","wint","energyIsland",0.00
"vegWaste","energy","sum","energyIsland",0.00
"vegWaste","energy","shoulder","energyIsland",0.00
"vegWaste","energy","wint","factory",0.00
"vegWaste","energy","sum","factory",0.00
"vegWaste","energy","shoulder","factory",0.00
"vegWaste","energy","wint","factory_assembly",0.00
"vegWaste","energy","sum","factory_assembly",0.00
"vegWaste","energy","shoulder","factory_assembly",0.00
"vegWaste","energy","wint","factory_blades",0.00
"vegWaste","energy","sum","factory_blades",0.00
"vegWaste","energy","shoulder","factory_blades",0.00
"vegWaste","energy","wint","hospital",0.00
"vegWaste","energy","sum","hospital",0.00
"vegWaste","energy","shoulder","hospital",0.00
"vegWaste","energy","wint","multifunction",0.00
"vegWaste","energy","sum","multifunction",0.00
"vegWaste","energy","shoulder","multifunction",0.00
"vegWaste","energy","wint","northDistrict",0.00
"vegWaste","energy","sum","northDistrict",0.00
"vegWaste","energy","shoulder","northDistrict",0.00
"vegWaste","energy","wint","quality",0.00
"vegWaste","energy","sum","quality",0.00
"vegWaste","energy","shoulder","quality",0.00
"vegWaste","energy","wint","reserved",0.00
"vegWaste","energy","sum","reserved",0.00
"vegWaste","energy","shoulder","reserved",0.00
"vegWaste","energy","wint","residential",0.00
"vegWaste","energy","sum","residential",0.00
"vegWaste","energy","shoulder","residential",0.00
"vegWaste","energy","wint","school",0.00
"vegWaste","energy","sum","school",0.00
"vegWaste","energy","shoulder","school",0.00
"vegWaste","energy","wint","tech",0.00
"vegWaste","energy","sum","tech",0.00
"vegWaste","energy","shoulder","tech",0.00
"waste_organic","mass","wint","dormitories",0.00
"waste_organic","mass","sum","dormitories",0.00
"waste_organic","mass","shoulder","dormitories",0.00
"waste_organic","mass","wint","energyIsland",0.00
"waste_organic","mass","sum","energyIsland",0.00
"waste_organic","mass","shoulder","energyIsland",0.00
"waste_organic","mass","wint","factory",0.00
"waste_organic","mass","sum","factory",0.00
"waste_organic","mass","shoulder","factory",0.00
"waste_organic","mass","wint","factory_assembly",0.00
"waste_organic","mass","sum","factory_assembly",0.00
"waste_organic","mass","shoulder","factory_assembly",0.00
"waste_organic","mass","wint","factory_blades",0.00
"waste_organic","mass","sum","factory_blades",0.00
"waste_organic","mass","shoulder","factory_blades",0.00
"waste_organic","mass","wint","hospital",0.00
"waste_organic","mass","sum","hospital",0.00
"waste_organic","mass","shoulder","hospital",0.00
"waste_organic","mass","wint","multifunction",0.00
"waste_organic","mass","sum","multifunction",0.00
"waste_organic","mass","shoulder","multifunction",0.00
"waste_organic","mass","wint","northDistrict",0.00
"waste_organic","mass","sum","northDistrict",0.00
"waste_organic","mass","shoulder","northDistrict",0.00
"waste_organic","mass","wint","quality",0.00
"waste_organic","mass","sum","quality",0.00
"waste_organic","mass","shoulder","quality",0.00
"waste_organic","mass","wint","reserved",0.00
"waste_organic","mass","sum","reserved",0.00
"waste_organic","mass","shoulder","reserved",0.00
"waste_organic","mass","wint","residential",0.00
"waste_organic","mass","sum","residential",0.00
"waste_organic","mass","shoulder","residential",0.00
"waste_organic","mass","wint","school",0.00
"waste_organic","mass","sum","school",0.00
"waste_organic","mass","shoulder","school",0.00
"waste_organic","mass","wint","tech",0.00
"waste_organic","mass","sum","tech",0.00
"waste_organic","mass","shoulder","tech",0.00
"waste_organic","energy","wint","dormitories",0.00
"waste_organic","energy","sum","dormitories",0.00
"waste_organic","energy","shoulder","dormitories",0.00
"waste_organic","energy","wint","energyIsland",0.00
"waste_organic","energy","sum","energyIsland",0.00
"waste_organic","energy","shoulder","energyIsland",0.00
"waste_organic","energy","wint","factory",0.00
"waste_organic","energy","sum","factory",0.00
"waste_organic","energy","shoulder","factory",0.00
"waste_organic","energy","wint","factory_assembly",0.00
"waste_organic","energy","sum","factory_assembly",0.00
"waste_organic","energy","shoulder","factory_assembly",0.00
"waste_organic","energy","wint","factory_blades",0.00
"waste_organic","energy","sum","factory_blades",0.00
"waste_organic","energy","shoulder","factory_blades",0.00
"waste_organic","energy","wint","hospital",0.00
"waste_organic","energy","sum","hospital",0.00
"waste_organic","energy","shoulder","hospital",0.00
"waste_organic","energy","wint","multifunction",0.00
"waste_organic","energy","sum","multifunction",0.00
"waste_organic","energy","shoulder","multifunction",0.00
"waste_organic","energy","wint","northDistrict",0.00
"waste_organic","energy","sum","northDistrict",0.00
"waste_organic","energy","shoulder","northDistrict",0.00
"waste_organic","energy","wint","quality",0.00
"waste_organic","energy","sum","quality",0.00
"waste_organic","energy","shoulder","quality",0.00
"waste_organic","energy","wint","reserved",0.00
"waste_organic","energy","sum","reserved",0.00
"waste_organic","energy","shoulder","reserved",0.00
"waste_organic","energy","wint","residential",0.00
"waste_organic","energy","sum","residential",0.00
"waste_organic","energy","shoulder","residential",0.00
"waste_organic","energy","wint","school",0.00
"waste_organic","energy","sum","school",0.00
"waste_organic","energy","shoulder","school",0.00
"waste_organic","energy","wint","tech",0.00
"waste_organic","energy","sum","tech",0.00
"waste_organic","energy","shoulder","tech",0.00
"waste","mass","wint","dormitories",0.00
"waste","mass","sum","dormitories",0.00
"waste","mass","shoulder","dormitories",0.00
"waste","mass","wint","energyIsland",0.00
"waste","mass","sum","energyIsland",0.00
"waste","mass","shoulder","energyIsland",0.00
"waste","mass","wint","factory",0.00
"waste","mass","sum","factory",0.00
"waste","mass","shoulder","factory",0.00
"waste","mass","wint","factory_assembly",0.00
"waste","mass","sum","factory_assembly",0.00
"waste","mass","shoulder","factory_assembly",0.00
"waste","mass","wint","factory_blades",0.00
"waste","mass","sum","factory_blades",0.00
"waste","mass","shoulder","factory_blades",0.00
"waste","mass","wint","hospital",0.00
"waste","mass","sum","hospital",0.00
"waste","mass","shoulder","hospital",0.00
"waste","mass","wint","multifunction",0.00
"waste","mass","sum","multifunction",0.00
"waste","mass","shoulder","multifunction",0.00
"waste","mass","wint","northDistrict",0.00
"waste","mass","sum","northDistrict",0.00
"waste","mass","shoulder","northDistrict",0.00
"waste","mass","wint","quality",0.00
"waste","mass","sum","quality",0.00
"waste","mass","shoulder","quality",0.00
"waste","mass","wint","reserved",0.00
"waste","mass","sum","reserved",0.00
"waste","mass","shoulder","reserved",0.00
"waste","mass","wint","residential",0.00
"waste","mass","sum","residential",0.00
"waste","mass","shoulder","residential",0.00
"waste","mass","wint","school",0.00
"waste","mass","sum","school",0.00
"waste","mass","shoulder","school",0.00
"waste","mass","wint","tech",0.00
"waste","mass","sum","tech",0.00
"waste","mass","shoulder","tech",0.00
"waste","energy","wint","dormitories",0.00
"waste","energy","sum","dormitories",0.00
"waste","energy","shoulder","dormitories",0.00
"waste","energy","wint","energyIsland",0.00
"waste","energy","sum","energyIsland",0.00
"waste","energy","shoulder","energyIsland",0.00
"waste","energy","wint","factory",0.00
"waste","energy","sum","factory",0.00
"waste","energy","shoulder","factory",0.00
"waste","energy","wint","factory_assembly",0.00
"waste","energy","sum","factory_assembly",0.00
"waste","energy","shoulder","factory_assembly",0.00
"waste","energy","wint","factory_blades",0.00
"waste","energy","sum","factory_blades",0.00
"waste","energy","shoulder","factory_blades",0.00
"waste","energy","wint","hospital",0.00
"waste","energy","sum","hospital",0.00
"waste","energy","shoulder","hospital",0.00
"waste","energy","wint","multifunction",0.00
"waste","energy","sum","multifunction",0.00
"waste","energy","shoulder","multifunction",0.00
"waste","energy","wint","northDistrict",0.00
"waste","energy","sum","northDistrict",0.00
"waste","energy","shoulder","northDistrict",0.00
"waste","energy","wint","quality",0.00
"waste","energy","sum","quality",0.00
"waste","energy","shoulder","quality",0.00
"waste","energy","wint","reserved",0.00
"waste","energy","sum","reserved",0.00
"waste","energy","shoulder","reserved",0.00
"waste","energy","wint","residential",0.00
"waste","energy","sum","residential",0.00
"waste","energy","shoulder","residential",0.00
"waste","energy","wint","school",0.00
"waste","energy","sum","school",0.00
"waste","energy","shoulder","school",0.00
"waste","energy","wint","tech",0.00
"waste","energy","sum","tech",0.00
"waste","energy","shoulder","tech",0.00
"wastewater","mass","wint","dormitories",0.00
"wastewater","mass","sum","dormitories",0.00
"wastewater","mass","shoulder","dormitories",0.00
"wastewater","mass","wint","energyIsland",0.00
"wastewater","mass","sum","energyIsland",0.00
"wastewater","mass","shoulder","energyIsland",0.00
"wastewater","mass","wint","factory",-2.32
"wastewater","mass","sum","factory",7.02
"wastewater","mass","shoulder","factory",0.00
"wastewater","mass","wint","factory_assembly",0.00
"wastewater","mass","sum","factory_assembly",0.00
"wastewater","mass","shoulder","factory_assembly",0.00
"wastewater","mass","wint","factory_blades",0.00
"wastewater","mass","sum","factory_blades",0.00
"wastewater","mass","shoulder","factory_blades",0.00
"wastewater","mass","wint","hospital",0.00
"wastewater","mass","sum","hospital",0.00
"wastewater","mass","shoulder","hospital",0.00
"wastewater","mass","wint","multifunction",0.00
"wastewater","mass","sum","multifunction",0.00
"wastewater","mass","shoulder","multifunction",0.00
"wastewater","mass","wint","northDistrict",2.32
"wastewater","mass","sum","northDistrict",-7.02
"wastewater","mass","shoulder","northDistrict",-2.32
"wastewater","mass","wint","quality",0.00
"wastewater","mass","sum","quality",0.00
"wastewater","mass","shoulder","quality",0.00
"wastewater","mass","wint","reserved",0.00
"wastewater","mass","sum","reserved",2.32
"wastewater","mass","shoulder","reserved",0.00
"wastewater","mass","wint","residential",0.00
"wastewater","mass","sum","residential",-2.32
"wastewater","mass","shoulder","residential",-2.32
"wastewater","mass","wint","school",0.00
"wastewater","mass","sum","school",0.00
"wastewater","mass","shoulder","school",0.00
"wastewater","mass","wint","tech",0.00
"wastewater","mass","sum","tech",0.00
"wastewater","mass","shoulder","tech",4.64
"wastewater","energy","wint","dormitories",0.00
"wastewater","energy","sum","dormitories",0.00
"wastewater","energy","shoulder","dormitories",0.00
"wastewater","energy","wint","energyIsland",0.00
"wastewater","energy","sum","energyIsland",0.00
"wastewater","energy","shoulder","energyIsland",0.00
"wastewater","energy","wint","factory",0.00
"wastewater","energy","sum","factory",0.00
"wastewater","energy","shoulder","factory",0.00
"wastewater","energy","wint","factory_assembly",0.00
"wastewater","energy","sum","factory_assembly",0.00
"wastewater","energy","shoulder","factory_assembly",0.00
"wastewater","energy","wint","factory_blades",0.00
"wastewater","energy","sum","factory_blades",0.00
"wastewater","energy","shoulder","factory_blades",0.00
"wastewater","energy","wint","hospital",0.00
"wastewater","energy","sum","hospital",0.00
"wastewater","energy","shoulder","hospital",0.00
"wastewater","energy","wint","multifunction",0.00
"wastewater","energy","sum","multifunction",0.00
"wastewater","energy","shoulder","multifunction",0.00
"wastewater","energy","wint","northDistrict",0.00
"wastewater","energy","sum","northDistrict",0.00
"wastewater","energy","shoulder","northDistrict",0.00
"wastewater","energy","wint","quality",0.00
"wastewater","energy","sum","quality",0.00
"wastewater","energy","shoulder","quality",0.00
"wastewater","energy","wint","reserved",0.00
"wastewater","energy","sum","reserved",0.00
"wastewater","energy","shoulder","reserved",0.00
"wastewater","energy","wint","residential",0.00
"wastewater","energy","sum","residential",0.00
"wastewater","energy","shoulder","residential",0.00
"wastewater","energy","wint","school",0.00
"wastewater","energy","sum","school",0.00
"wastewater","energy","shoulder","school",0.00
"wastewater","energy","wint","tech",0.00
"wastewater","energy","sum","tech",0.00
"wastewater","energy","shoulder","tech",0.00
"water_pure","mass","wint","dormitories",0.00
"water_pure","mass","sum","dormitories",0.00
"water_pure","mass","shoulder","dormitories",-4.02
"water_pure","mass","wint","energyIsland",0.00
"water_pure","mass","sum","energyIsland",0.00
"water_pure","mass","shoulder","energyIsland",0.00
"water_pure","mass","wint","factory",0.00
"water_pure","mass","sum","factory",0.00
"water_pure","mass","shoulder","factory",0.00
"water_pure","mass","wint","factory_assembly",0.00
"water_pure","mass","sum","factory_assembly",0.00
"water_pure","mass","shoulder","factory_assembly",0.00
"water_pure","mass","wint","factory_blades",0.00
"water_pure","mass","sum","factory_blades",0.00
"water_pure","mass","shoulder","factory_blades",0.00
"water_pure","mass","wint","hospital",0.00
"water_pure","mass","sum","hospital",0.00
"water_pure","mass","shoulder","hospital",0.00
"water_pure","mass","wint","multifunction",4.02
"water_pure","mass","sum","multifunction",0.00
"water_pure","mass","shoulder","multifunction",4.02
"water_pure","mass","wint","northDistrict",-4.02
"water_pure","mass","sum","northDistrict",0.00
"water_pure","mass","shoulder","northDistrict",0.00
"water_pure","mass","wint","quality",0.00
"water_pure","mass","sum","quality",0.00
"water_pure","mass","shoulder","quality",0.00
"water_pure","mass","wint","reserved",0.00
"water_pure","mass","sum","reserved",0.00
"water_pure","mass","shoulder","reserved",0.00
"water_pure","mass","wint","residential",0.00
"water_pure","mass","sum","residential",0.00
"water_pure","mass","shoulder","residential",0.00
"water_pure","mass","wint","school",0.00
"water_pure","mass","sum","school",0.00
"water_pure","mass","shoulder","school",0.00
"water_pure","mass","wint","tech",0.00
"water_pure","mass","sum","tech",0.00
"water_pure","mass","shoulder","tech",0.00
"water_pure","energy","wint","dormitories",0.00
"water_pure","energy","sum","dormitories",0.00
"water_pure","energy","shoulder","dormitories",0.00
"water_pure","energy","wint","energyIsland",0.00
"water_pure","energy","sum","energyIsland",0.00
"water_pure","energy","shoulder","energyIsland",0.00
"water_pure","energy","wint","factory",0.00
"water_pure","energy","sum","factory",0.00
"water_pure","energy","shoulder","factory",0.00
"water_pure","energy","wint","factory_assembly",0.00
"water_pure","energy","sum","factory_assembly",0.00
"water_pure","energy","shoulder","factory_assembly",0.00
"water_pure","energy","wint","factory_blades",0.00
"water_pure","energy","sum","factory_blades",0.00
"water_pure","energy","shoulder","factory_blades",0.00
"water_pure","energy","wint","hospital",0.00
"water_pure","energy","sum","hospital",0.00
"water_pure","energy","shoulder","hospital",0.00
"water_pure","energy","wint","multifunction",0.00
"water_pure","energy","sum","multifunction",0.00
"water_pure","energy","shoulder","multifunction",0.00
"water_pure","energy","wint","northDistrict",0.00
"water_pure","energy","sum","northDistrict",0.00
"water_pure","energy","shoulder","northDistrict",0.00
"water_pure","energy","wint","quality",0.00
"water_pure","energy","sum","quality",0.00
"water_pure","energy","shoulder","quality",0.00
"water_pure","energy","wint","reserved",0.00
"water_pure","energy","sum","reserved",0.00
"water_pure","energy","shoulder","reserved",0.00
"water_pure","energy","wint","residential",0.00
"water_pure","energy","sum","residential",0.00
"water_pure","energy","shoulder","residential",0.00
"water_pure","energy","wint","school",0.00
"water_pure","energy","sum","school",0.00
"water_pure","energy","shoulder","school",0.00
"water_pure","energy","wint","tech",0.00
"water_pure","energy","sum","tech",0.00
"water_pure","energy","shoulder","tech",0.00
"water","mass","wint","dormitories",-100.00
"water","mass","sum","dormitories",-100.00
"water","mass","shoulder","dormitories",0.00
"water","mass","wint","energyIsland",0.00
"water","mass","sum","energyIsland",0.00
"water","mass","shoulder","energyIsland",0.00
"water","mass","wint","factory",0.00
"water","mass","sum","factory",6.66
"water","mass","shoulder","factory",0.00
"water","mass","wint","factory_assembly",0.00
"water","mass","sum","factory_assembly",0.00
"water","mass","shoulder","factory_assembly",0.00
"water","mass","wint","factory_blades",0.00
"water","mass","sum","factory_blades",69.84
"water","mass","shoulder","factory_blades",0.00
"water","mass","wint","hospital",0.00
"water","mass","sum","hospital",0.00
"water","mass","shoulder","hospital",0.00
"water","mass","wint","multifunction",0.00
"water","mass","sum","multifunction",0.00
"water","mass","shoulder","multifunction",0.00
"water","mass","wint","northDistrict",100.00
"water","mass","sum","northDistrict",23.50
"water","mass","shoulder","northDistrict",0.00
"water","mass","wint","quality",0.00
"water","mass","sum","quality",0.00
"water","mass","shoulder","quality",0.00
"water","mass","wint","reserved",0.00
"water","mass","sum","reserved",0.00
"water","mass","shoulder","reserved",0.00
"water","mass","wint","residential",0.00
"water","mass","sum","residential",0.00
"water","mass","shoulder","residential",0.00
"water","mass","wint","school",0.00
"water","mass","sum","school",0.00
"water","mass","shoulder","school",0.00
"water","mass","wint","tech",0.00
"water","mass","sum","tech",0.00
"water","mass","shoulder","tech",0.00
"water","energy","wint","dormitories",0.00
"water","energy","sum","dormitories",0.00
"water","energy","shoulder","dormitories",0.00
"water","energy","wint","energyIsland",0.00
"water","energy","sum","energyIsland",0.00
"water","energy","shoulder","energyIsland",0.00
"water","energy","wint","factory",0.00
"water","energy","sum","factory",0.00
"water","energy","shoulder","factory",0.00
"water","energy","wint","factory_assembly",0.00
"water","energy","sum","factory_assembly",0.00
"water","energy","shoulder","factory_assembly",0.00
"water","energy","wint","factory_blades",0.00
"water","energy","sum","factory_blades",0.00
"water","energy","shoulder","factory_blades",0.00
"water","energy","wint","hospital",0.00
"water","energy","sum","hospital",0.00
"water","energy","shoulder","hospital",0.00
"water","energy","wint","multifunction",0.00
"water","energy","sum","multifunction",0.00
"water","energy","shoulder","multifunction",0.00
"water","energy","wint","northDistrict",0.00
"water","energy","sum","northDistrict",0.00
"water","energy","shoulder","northDistrict",0.00
"water","energy","wint","quality",0.00
"water","energy","sum","quality",0.00
"water","energy","shoulder","quality",0.00
"water","energy","wint","reserved",0.00
"water","energy","sum","reserved",0.00
"water","energy","shoulder","reserved",0.00
"water","energy","wint","residential",0.00
"water","energy","sum","residential",0.00
"water","energy","shoulder","residential",0.00
"water","energy","wint","school",0.00
"water","energy","sum","school",0.00
"water","energy","shoulder","school",0.00
"water","energy","wint","tech",0.00
"water","energy","sum","tech",0.00
"water","energy","shoulder","tech",0.00
"waterBrackish","mass","wint","dormitories",0.00
"waterBrackish","mass","sum","dormitories",0.00
"waterBrackish","mass","shoulder","dormitories",0.00
"waterBrackish","mass","wint","energyIsland",0.00
"waterBrackish","mass","sum","energyIsland",0.00
"waterBrackish","mass","shoulder","energyIsland",0.00
"waterBrackish","mass","wint","factory",0.00
"waterBrackish","mass","sum","factory",0.00
"waterBrackish","mass","shoulder","factory",0.00
"waterBrackish","mass","wint","factory_assembly",0.00
"waterBrackish","mass","sum","factory_assembly",0.00
"waterBrackish","mass","shoulder","factory_assembly",0.00
"waterBrackish","mass","wint","factory_blades",0.00
"waterBrackish","mass","sum","factory_blades",0.00
"waterBrackish","mass","shoulder","factory_blades",0.00
"waterBrackish","mass","wint","hospital",0.00
"waterBrackish","mass","sum","hospital",0.00
"waterBrackish","mass","shoulder","hospital",0.00
"waterBrackish","mass","wint","multifunction",0.00
"waterBrackish","mass","sum","multifunction",0.00
"waterBrackish","mass","shoulder","multifunction",0.00
"waterBrackish","mass","wint","northDistrict",0.00
"waterBrackish","mass","sum","northDistrict",0.00
"waterBrackish","mass","shoulder","northDistrict",0.00
"waterBrackish","mass","wint","quality",0.00
"waterBrackish","mass","sum","quality",0.00
"waterBrackish","mass","shoulder","quality",0.00
"waterBrackish","mass","wint","reserved",0.00
"waterBrackish","mass","sum","reserved",0.00
"waterBrackish","mass","shoulder","reserved",0.00
"waterBrackish","mass","wint","residential",0.00
"waterBrackish","mass","sum","residential",0.00
"waterBrackish","mass","shoulder","residential",0.00
"waterBrackish","mass","wint","school",0.00
"waterBrackish","mass","sum","school",0.00
"waterBrackish","mass","shoulder","school",0.00
"waterBrackish","mass","wint","tech",0.00
"waterBrackish","mass","sum","tech",0.00
"waterBrackish","mass","shoulder","tech",0.00
"waterBrackish","energy","wint","dormitories",0.00
"waterBrackish","energy","sum","dormitories",0.00
"waterBrackish","energy","shoulder","dormitories",0.00
"waterBrackish","energy","wint","energyIsland",0.00
"waterBrackish","energy","sum","energyIsland",0.00
"waterBrackish","energy","shoulder","energyIsland",0.00
"waterBrackish","energy","wint","factory",0.00
"waterBrackish","energy","sum","factory",0.00
"waterBrackish","energy","shoulder","factory",0.00
"waterBrackish","energy","wint","factory_assembly",0.00
"waterBrackish","energy","sum","factory_assembly",0.00
"waterBrackish","energy","shoulder","factory_assembly",0.00
"waterBrackish","energy","wint","factory_blades",0.00
"waterBrackish","energy","sum","factory_blades",0.00
"waterBrackish","energy","shoulder","factory_blades",0.00
"waterBrackish","energy","wint","hospital",0.00
"waterBrackish","energy","sum","hospital",0.00
"waterBrackish","energy","shoulder","hospital",0.00
"waterBrackish","energy","wint","multifunction",0.00
"waterBrackish","energy","sum","multifunction",0.00
"waterBrackish","energy","shoulder","multifunction",0.00
"waterBrackish","energy","wint","northDistrict",0.00
"waterBrackish","energy","sum","northDistrict",0.00
"waterBrackish","energy","shoulder","northDistrict",0.00
"waterBrackish","energy","wint","quality",0.00
"waterBrackish","energy","sum","quality",0.00
"waterBrackish","energy","shoulder","quality",0.00
"waterBrackish","energy","wint","reserved",0.00
"waterBrackish","energy","sum","reserved",0.00
"waterBrackish","energy","shoulder","reserved",0.00
"waterBrackish","energy","wint","residential",0.00
"waterBrackish","energy","sum","residential",0.00
"waterBrackish","energy","shoulder","residential",0.00
"waterBrackish","energy","wint","school",0.00
"waterBrackish","energy","sum","school",0.00
"waterBrackish","energy","shoulder","school",0.00
"waterBrackish","energy","wint","tech",0.00
"waterBrackish","energy","sum","tech",0.00
"waterBrackish","energy","shoulder","tech",0.00
"waterIrrigation","mass","wint","dormitories",0.00
"waterIrrigation","mass","sum","dormitories",0.00
"waterIrrigation","mass","shoulder","dormitories",0.00
"waterIrrigation","mass","wint","energyIsland",0.00
"waterIrrigation","mass","sum","energyIsland",0.00
"waterIrrigation","mass","shoulder","energyIsland",0.00
"waterIrrigation","mass","wint","factory",0.00
"waterIrrigation","mass","sum","factory",0.00
"waterIrrigation","mass","shoulder","factory",0.00
"waterIrrigation","mass","wint","factory_assembly",0.00
"waterIrrigation","mass","sum","factory_assembly",0.00
"waterIrrigation","mass","shoulder","factory_assembly",0.00
"waterIrrigation","mass","wint","factory_blades",0.00
"waterIrrigation","mass","sum","factory_blades",0.00
"waterIrrigation","mass","shoulder","factory_blades",0.00
"waterIrrigation","mass","wint","hospital",0.00
"waterIrrigation","mass","sum","hospital",0.00
"waterIrrigation","mass","shoulder","hospital",0.00
"waterIrrigation","mass","wint","multifunction",0.00
"waterIrrigation","mass","sum","multifunction",0.00
