"Authors","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Koppatz, S., Pfeifer, C., Rauch, R., Hofbauer, H., Marquard-Moellenstedt, T., Specht, M.","H2 rich product gas by steam gasification of biomass with in situ CO2 absorption in a dual fluidized bed system of 8 MW fuel input",2009,"Fuel Processing Technology",90,"7-8",,914,921,,113,"10.1016/j.fuproc.2009.03.016","http://www.scopus.com/inward/record.url?eid=2-s2.0-67149084581&partnerID=40&md5=7d54fdcff8840d11ad469ae1716ab92b","Article","Scopus","2-s2.0-67149084581"
"Wu, J., An, Q., Yao, X., Wang, B.","Environmental efficiency evaluation of industry in China based on a new fixed sum undesirable output data envelopment analysis",2014,"Journal of Cleaner Production",74,,,96,104,,8,"10.1016/j.jclepro.2014.03.054","http://www.scopus.com/inward/record.url?eid=2-s2.0-84901617868&partnerID=40&md5=356c1924ae50de0147830ed4b1404797","Article","Scopus","2-s2.0-84901617868"
"Ang, G.T., Tan, K.T., Lee, K.T.","Recent development and economic analysis of glycerol-free processes via supercritical fluid transesterification for biodiesel production",2014,"Renewable and Sustainable Energy Reviews",31,,,61,70,,9,"10.1016/j.rser.2013.11.004","http://www.scopus.com/inward/record.url?eid=2-s2.0-84890280731&partnerID=40&md5=6dd6ff04b93e32df3c9fa35ffffd8585","Article","Scopus","2-s2.0-84890280731"
"Zhu, F., Deng, Z., Zhang, J.","An integrated approach for structural damage identification using wavelet neuro-fuzzy model",2013,"Expert Systems with Applications",40,18,,7415,7427,,5,"10.1016/j.eswa.2013.06.078","http://www.scopus.com/inward/record.url?eid=2-s2.0-84881272627&partnerID=40&md5=a809aa7d4da834c146f3d3d52b68f802","Article","Scopus","2-s2.0-84881272627"
"Ghaly, A.E., MacDonald, K.N.","Drying of poultry manure for use as animal feed",2012,"American Journal of Agricultural and Biological Science",7,3,,239,254,,6,"10.3844/ajabssp.2012.239.254","http://www.scopus.com/inward/record.url?eid=2-s2.0-84865149532&partnerID=40&md5=cac941e12917e372161a50514c4370a9","Article","Scopus","2-s2.0-84865149532"
"Yeh, S.-F., Chang, Y.-T., Cho, Y.-Y., Lin, M.-D.","Applying tabu search and simulated annealing on the optimal design of sewer networks-a case study of national chung hsing university",2009,"Journal of the Chinese Institute of Civil and Hydraulic Engineering",21,2,,193,206,,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-69249139545&partnerID=40&md5=5c9c900353c82d1239de023d4fa05a66","Article","Scopus","2-s2.0-69249139545"
"Manyà, J.J., Arauzo, J.","An alternative kinetic approach to describe the isothermal pyrolysis of micro-particles of sugar cane bagasse",2008,"Chemical Engineering Journal",139,3,,549,561,,16,"10.1016/j.cej.2007.09.005","http://www.scopus.com/inward/record.url?eid=2-s2.0-43549113821&partnerID=40&md5=c7760e5231901dbdaa0191829411bfcf","Article","Scopus","2-s2.0-43549113821"
"Chojnacka, A., Błaszczyk, M.K., Szczesny, P., Nowak, K., Sumińska, M., Tomczyk-Zak, K., Zielenkiewicz, U., Sikora, A.","Comparative analysis of hydrogen-producing bacterial biofilms and granular sludge formed in continuous cultures of fermentative bacteria",2011,"Bioresource Technology",102,21,,10057,10064,,11,"10.1016/j.biortech.2011.08.063","http://www.scopus.com/inward/record.url?eid=2-s2.0-80053124062&partnerID=40&md5=72eefb61719c0651bc3d3c95ba1a8b49","Article","Scopus","2-s2.0-80053124062"
"Vogel, K.P., Sarath, G., Saathoff, A.J., Mitchell, R.B.","Switchgrass",2010,"Issues in Environmental Science and Technology",,,,341,380,,2,"10.1039/9781849732048-00341","http://www.scopus.com/inward/record.url?eid=2-s2.0-84863885840&partnerID=40&md5=f3b22ef9b36dcb3a839e7dbe8db738f5","Article","Scopus","2-s2.0-84863885840"
"Sasikumar, P., Kannan, G.","Issues in reverse supply chain, part III: Classification and simple analysis",2009,"International Journal of Sustainable Engineering",2,1,,2,27,,35,"10.1080/19397030802673374","http://www.scopus.com/inward/record.url?eid=2-s2.0-72149086708&partnerID=40&md5=84fa7a4010b351947b4609436efcb99d","Article","Scopus","2-s2.0-72149086708"
"Lay, C.-H., Sen, B., Cheng, Y.-C., Chen, C.-C., Lin, C.-Y.","Effect of pH switch operation on anaerobic hydrogen production",2012,"Sustainable Environment Research",22,5,,335,342,,3,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84883449936&partnerID=40&md5=2f7c548d58314503ae3aaf3b8af8aafc","Article","Scopus","2-s2.0-84883449936"
"Pan, Q.W., Wang, R.Z., Wang, L.W.","Comparison of different kinds of heat recoveries applied in adsorption refrigeration system",2015,"International Journal of Refrigeration",55,,,37,48,,,"10.1016/j.ijrefrig.2015.03.022","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930213080&partnerID=40&md5=afb830432c3070ea7fa38c73dcee030e","Article","Scopus","2-s2.0-84930213080"
"Smith, A.D., Holtzapple, M.T.","Investigation of the optimal carbon-nitrogen ratio and carbohydrate-nutrient blend for mixed-acid batch fermentations",2011,"Bioresource Technology",102,10,,5976,5987,,7,"10.1016/j.biortech.2011.02.024","http://www.scopus.com/inward/record.url?eid=2-s2.0-79954987485&partnerID=40&md5=e18fecd85b25a11cb27dff6f84c5fe2e","Article","Scopus","2-s2.0-79954987485"
"Prince, R.C., Varadaraj, R., Fiocco, R.J., Lessard, R.R.","Bioremediation as an oil spill response tool",1999,"Environmental Technology",20,8,,891,896,,11,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032586622&partnerID=40&md5=4155c06f98bc4e9114b38e370074d1ba","Article","Scopus","2-s2.0-0032586622"
"Albadarin, A.B., Mangwandi, C.","Mechanisms of Alizarin Red S and Methylene blue biosorption onto olive stone by-product: Isotherm study in single and binary systems",2015,"Journal of Environmental Management",164,,5004,86,93,,1,"10.1016/j.jenvman.2015.08.040","http://www.scopus.com/inward/record.url?eid=2-s2.0-84941106092&partnerID=40&md5=55cd363722a93893c1e9a698085825fd","Article","Scopus","2-s2.0-84941106092"
"Zhang, W., Gong, A., Qiu, L., Yao, R.","Solid state fermentation of biogas residues for production of Bacillus thuringiensis based bio-pesticide",2013,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering",29,8,,212,217,,,"10.3969/j.issn.1002-6819.2013.08.025","http://www.scopus.com/inward/record.url?eid=2-s2.0-84877257973&partnerID=40&md5=b1aee3fb9b27abd0feca42df5f6cd114","Article","Scopus","2-s2.0-84877257973"
"Ashok, J., Kathiraser, Y., Ang, M.L., Kawi, S.","Bi-functional hydrotalcite-derived NiO-CaO-Al2O3 catalysts for steam reforming of biomass and/or tar model compound at low steam-to-carbon conditions",2015,"Applied Catalysis B: Environmental","172-173",,,116,128,,9,"10.1016/j.apcatb.2015.02.017","http://www.scopus.com/inward/record.url?eid=2-s2.0-84923336309&partnerID=40&md5=b6aaa4fa7c67303b7f86fc6bce664e9d","Article","Scopus","2-s2.0-84923336309"
"Mondal, P., Dang, G.S., Garg, M.O.","Syngas production through gasification and cleanup for downstream applications - Recent developments",2011,"Fuel Processing Technology",92,8,,1395,1410,,58,"10.1016/j.fuproc.2011.03.021","http://www.scopus.com/inward/record.url?eid=2-s2.0-79956371587&partnerID=40&md5=ac05fefcd783f6eca53feb200188460a","Article","Scopus","2-s2.0-79956371587"
"Xiaoxiang, J., Ellis, N.","Upgrading bio-oil through emulsification with biodiesel: Mixture production",2010,"Energy and Fuels",24,2,,1358,1364,,44,"10.1021/ef9010669","http://www.scopus.com/inward/record.url?eid=2-s2.0-77649098579&partnerID=40&md5=8aacce7de9f5cc4f558fa6d70ad56bbd","Article","Scopus","2-s2.0-77649098579"
"Wang, L.T., Wei, Z., Yang, J., Zhang, Y., Zhang, F.F., Su, J., Meng, C.C., Zhang, Q.","The 2013 severe haze over southern Hebei, China: Model evaluation, source apportionment, and policy implications",2014,"Atmospheric Chemistry and Physics",14,6,,3151,3173,,40,"10.5194/acp-14-3151-2014","http://www.scopus.com/inward/record.url?eid=2-s2.0-84894243426&partnerID=40&md5=d059b8182abadb1993dbd80c5811f63a","Article","Scopus","2-s2.0-84894243426"
"Alkasassbeh, M., Sheta, A.F., Faris, H., Turabieh, H.","Prediction of pm10 and tsp air pollution parameters using artificial neural network autoregressive, external input models: A Case study in salt, Jordan",2013,"Middle East Journal of Scientific Research",14,7,,999,1009,,6,"10.5829/idosi.mejsr.2013.14.7.2171","http://www.scopus.com/inward/record.url?eid=2-s2.0-84880625711&partnerID=40&md5=1ba1328eccbaaa50414114dd8e40e785","Article","Scopus","2-s2.0-84880625711"
"Liu, Q., Zheng, H., Cai, L., Long, Q., Yang, R.","CFD modeling of exhaust heat recovery using methane steam reforming in steam reformer of chemically recuperated gas turbine",2012,"Journal of Convergence Information Technology",7,23,,152,161,,3,"10.4156/jcit.vol7.issue23.18","http://www.scopus.com/inward/record.url?eid=2-s2.0-84871723106&partnerID=40&md5=d2f34cd892341c2085bc164163ccf9b2","Article","Scopus","2-s2.0-84871723106"
"Ganesapillai, M., Venugopal, A., Ananthkrishna, V., Tapankrishna, N.","Influence of process parameters on sorption capacity of microwave activated biosorbents for urea recovery from human urine: A comparative study",2015,"Asia-Pacific Journal of Chemical Engineering",10,3,,438,449,,2,"10.1002/apj.1888","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930759280&partnerID=40&md5=bb83cb01c08f598cf33cccd0c9d26643","Article","Scopus","2-s2.0-84930759280"
"Monteiro, D.O., Pinheiro, V.M.C., Mourão, J.L.M., Rodrigues, M.A.M.","Estratégias para minimização do impacto ambiental do azoto em suinicultura | Strategies for mitigation of nitrogen environmental impact from swine production",2010,"Revista Brasileira de Zootecnia",39,"SUPPL. 1",,317,325,,4,"10.1590/S1516-35982010001300035","http://www.scopus.com/inward/record.url?eid=2-s2.0-78651442467&partnerID=40&md5=e242afdc1aed9125e63e37ac9502adaa","Article","Scopus","2-s2.0-78651442467"
"Fulazzaky, M.A., Abdullah, N.H., Mohd Yusoff, A.R., Paul, E.","Conditioning the alternating aerobic-anoxic process to enhance the removal of inorganic nitrogen pollution from a municipal wastewater in France",2015,"Journal of Cleaner Production",100,,,195,201,,,"10.1016/j.jclepro.2015.03.043","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930376123&partnerID=40&md5=ee803095afde0b2181d139b1400d7467","Article","Scopus","2-s2.0-84930376123"
"Heger, S., Bluhm, K., Agler, M.T., Maletz, S., Schäffer, A., Seiler, T.-B., Angenent, L.T., Hollert, H.","Biotests for hazard assessment of biofuel fermentation",2012,"Energy and Environmental Science",5,12,,9778,9788,,11,"10.1039/c2ee21623j","http://www.scopus.com/inward/record.url?eid=2-s2.0-84870954934&partnerID=40&md5=84f799c4f4fcd2a035fcf4b096d04089","Article","Scopus","2-s2.0-84870954934"
"Binietoglou, I., Basart, S., Alados-Arboledas, L., Amiridis, V., Argyrouli, A., Baars, H., Baldasano, J.M., Balis, D., Belegante, L., Bravo-Aranda, J.A., Burlizzi, P., Carrasco, V., Chaikovsky, A., Comerón, A., D'Amico, G., Filioglou, M., Granados-Muñoz, M.J., Guerrero-Rascado, J.L., Ilic, L., Kokkalis, P., Maurizi, A., Mona, L., Monti, F., Muñoz-Porcar, C., Nicolae, D., Papayannis, A., Pappalardo, G., Pejanovic, G., Pereira, S.N., Perrone, M.R., Pietruczuk, A., Posyniak, M., Rocadenbosch, F., Rodríguez-Gómez, A., Sicard, M., Siomos, N., Szkop, A., Terradellas, E., Tsekeri, A., Vukovic, A., Wandinger, U., Wagner, J.","A methodology for investigating dust model performance using synergistic EARLINET/AERONET dust concentration retrievals",2015,"Atmospheric Measurement Techniques",8,9,,3577,3600,,1,"10.5194/amt-8-3577-2015","http://www.scopus.com/inward/record.url?eid=2-s2.0-84941009984&partnerID=40&md5=6aa12fe357de0e6c8df3b18078d5f7be","Article","Scopus","2-s2.0-84941009984"
"Liu, G., Deng, L., Wang, Z., Chen, Z., Liu, Y., Pu, X., Song, L.","Study on liquidity index of dry fermentation of swine manure",2015,"Chinese Journal of Environmental Engineering",9,1,,387,391,,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84921482795&partnerID=40&md5=eebd6732b0d4e96e9a0304c926bec920","Article","Scopus","2-s2.0-84921482795"
"Adams, R.H., Guzmán-Osorio, F.J., Domínguez-Rodríguez, V.I.","Field-scale evaluation of the chemical-biological stabilization process for the remediation of hydrocarbon-contaminated soil",2014,"International Journal of Environmental Science and Technology",11,5,,1343,1352,,,"10.1007/s13762-013-0321-1","http://www.scopus.com/inward/record.url?eid=2-s2.0-84902385729&partnerID=40&md5=c49e5112d0ff60d01a041baa6f83149b","Article","Scopus","2-s2.0-84902385729"
"Encinar, J.M., Sánchez, N., Martínez, G., García, L.","Study of biodiesel production from animal fats with high free fatty acid content",2011,"Bioresource Technology",102,23,,10907,10914,,49,"10.1016/j.biortech.2011.09.068","http://www.scopus.com/inward/record.url?eid=2-s2.0-80355126336&partnerID=40&md5=5a5e792ce3affc09c491a05cdc008d0c","Article","Scopus","2-s2.0-80355126336"
"Xu, X.M., He, R.","Review on the heat dissipation performance of battery pack with different structures and operation conditions",2014,"Renewable and Sustainable Energy Reviews",29,,,301,315,,8,"10.1016/j.rser.2013.08.057","http://www.scopus.com/inward/record.url?eid=2-s2.0-84884692595&partnerID=40&md5=fe4acb3062eea7c604d4446fd2f66542","Article","Scopus","2-s2.0-84884692595"
"Parikka-Alhola, K., Nissinen, A.","Environmental impacts of transport as award criteria in public road construction procurement",2012,"International Journal of Construction Management",12,2,,35,49,,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84862144751&partnerID=40&md5=9d62aff895e75260f6d94ace8dc5518e","Article","Scopus","2-s2.0-84862144751"
"Vilhunen, S., Rokhina, E.V., Virkutyte, J.","Evaluation of UV LEDs performance in photochemical oxidation of phenol in the presence of H2 O2",2010,"Journal of Environmental Engineering",136,3,,274,280,,9,"10.1061/(ASCE)EE.1943-7870.0000152","http://www.scopus.com/inward/record.url?eid=2-s2.0-77952008336&partnerID=40&md5=e37b637bac8252c46b3d1cb8044b01b8","Article","Scopus","2-s2.0-77952008336"
"Steffen, M., Löffler, M., Schaber, K.","Efficiency of a new Triangle Cycle with flash evaporation in a piston engine",2013,"Energy",57,,,295,307,,8,"10.1016/j.energy.2012.11.054","http://www.scopus.com/inward/record.url?eid=2-s2.0-84880697572&partnerID=40&md5=14c877a1ed47ba54f18f334cf96430d8","Article","Scopus","2-s2.0-84880697572"
"Dhillon, B.S., Belland, J.S.","Bibliography of literature on reliability in civil engineering",1986,"Microelectronics Reliability",26,1,,99,121,,2,"10.1016/0026-2714(86)90778-X","http://www.scopus.com/inward/record.url?eid=2-s2.0-0022518623&partnerID=40&md5=389951b1a65ac847b44d8e7b5d07f5a4","Article","Scopus","2-s2.0-0022518623"
"Wilczyńska-Piliszek, A.J., Piliszek, S., Falandysz, J.","QSPR for prediction of subcooled vapor pressures (log PL) of polychlorinated trans-azobenzenes",2012,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",47,7,,660,669,,2,"10.1080/03601234.2012.669206","http://www.scopus.com/inward/record.url?eid=2-s2.0-84861209587&partnerID=40&md5=c6a48d8d395e23ee082717058e8ee8f1","Article","Scopus","2-s2.0-84861209587"
"Rötting, T.S., Mercado, M., García, M.E., Quintanilla, J.","Environmental distribution and health impacts of As and Pb in crops and soils near Vinto smelter, Oruro, Bolivia",2014,"International Journal of Environmental Science and Technology",11,4,,935,948,,1,"10.1007/s13762-013-0313-1","http://www.scopus.com/inward/record.url?eid=2-s2.0-84897528070&partnerID=40&md5=64d7f04610617c0a729f7a6dcbb88b3b","Article","Scopus","2-s2.0-84897528070"
"Masella, P., Guerrini, L., Parenti, A.","The spent cake from olive oil filtration as biomass feedstock",2014,"Agricultural Engineering International: CIGR Journal",16,4,,156,160,,,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84920079474&partnerID=40&md5=61ff8fa47395f786c021ec3f9a3c815f","Article","Scopus","2-s2.0-84920079474"
"Brandão, L.V., Assis, D.J., López, J.A., Espiridião, M.C.A., Echevarria, E.M., Druzian, J.I.","Bioconversion from crude glycerin by xanthomonas campestris 2103: Xanthan production and characterization",2013,"Brazilian Journal of Chemical Engineering",30,4,,737,746,,2,"10.1590/S0104-66322013000400006","http://www.scopus.com/inward/record.url?eid=2-s2.0-84893123633&partnerID=40&md5=38efff422f7f349a0d59a7456791e158","Article","Scopus","2-s2.0-84893123633"
"Ya'aini, N., Amin, N.A.S.","Catalytic conversion of lignocellulosic biomass to levulinic acid in ionic liquid",2013,"BioResources",8,4,,5761,5772,,1,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84887198840&partnerID=40&md5=72b89ba36bd39ac8b147944fe2889a2c","Article","Scopus","2-s2.0-84887198840"
"Vakili, M., Gholami, Z., Gholami, F.","Removal of Hydrogen sulfide from gaseous streams by a chemical method using ferric sulfate solution",2012,"World Applied Sciences Journal",19,2,,241,245,,,"10.5829/idosi.wasj.2012.19.02.1541","http://www.scopus.com/inward/record.url?eid=2-s2.0-84866771189&partnerID=40&md5=919a95388706d421acf0ed1ac23cfa10","Article","Scopus","2-s2.0-84866771189"
"Yao, Q., Li, S.-Q., Xu, H.-W., Zhuo, J.-K., Song, Q.","Reprint of: Studies on formation and control of combustion particulate matter in China: A review",2010,"Energy",35,11,,4480,4493,,9,"10.1016/j.energy.2010.08.009","http://www.scopus.com/inward/record.url?eid=2-s2.0-77958150328&partnerID=40&md5=5e7acba67f867c607d41cc6b8324fab9","Article","Scopus","2-s2.0-77958150328"
"Watanabe, H., Li, D., Nakagawa, Y., Tomishige, K., Kaya, K., Watanabe, M.M.","Characterization of oil-extracted residue biomass of Botryococcus braunii as a biofuel feedstock and its pyrolytic behavior",2014,"Applied Energy",132,,,475,484,,7,"10.1016/j.apenergy.2014.07.037","http://www.scopus.com/inward/record.url?eid=2-s2.0-84905262903&partnerID=40&md5=5e1fdecf4a3fd7dcd30c29bb37f7914b","Article","Scopus","2-s2.0-84905262903"
"Yao, Q., Li, S.-Q., Xu, H.-W., Zhuo, J.-K., Song, Q.","Studies on formation and control of combustion particulate matter in China: A review",2009,"Energy",34,9,,1296,1309,,40,"10.1016/j.energy.2009.03.013","http://www.scopus.com/inward/record.url?eid=2-s2.0-68349141665&partnerID=40&md5=ab723fef63ec1989adbfba747e70c247","Article","Scopus","2-s2.0-68349141665"
"Gao, W., Zhang, Y., Ramanujan, D., Ramani, K., Chen, Y., Williams, C.B., Wang, C.C.L., Shin, Y.C., Zhang, S., Zavattieri, P.D.","The status, challenges, and future of additive manufacturing in engineering",2015,"CAD Computer Aided Design",69,,,65,89,,,"10.1016/j.cad.2015.04.001","http://www.scopus.com/inward/record.url?eid=2-s2.0-84942366693&partnerID=40&md5=4df65bed826a175579951988e17af8a7","Article","Scopus","2-s2.0-84942366693"
"Liu, H., Cattolica, R.J., Seiser, R., Liao, C.-H.","Three-dimensional full-loop simulation of a dual fluidized-bed biomass gasifier",2015,"Applied Energy",160,,,489,501,,1,"10.1016/j.apenergy.2015.09.065","http://www.scopus.com/inward/record.url?eid=2-s2.0-84943631226&partnerID=40&md5=62613fb73f3bee252b49e5e336279729","Article","Scopus","2-s2.0-84943631226"
"Xu, D., Wen, L., Xue, L., Jiang, Z.","Analysis of direct combustion characteristics of pig manure based on thermogravimetry",2014,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering",30,5,,162,168,,,"10.3969/j.issn.1002-6819.2014.05.021","http://www.scopus.com/inward/record.url?eid=2-s2.0-84896538105&partnerID=40&md5=e7e3aaf682c8aa9b99b193f48f5e2fbd","Article","Scopus","2-s2.0-84896538105"
"Bailey, J.E.","Biochemical reaction engineering and biochemical reactors",1980,"Chemical Engineering Science",35,9,,1854,1886,,7,"10.1016/0009-2509(80)80134-5","http://www.scopus.com/inward/record.url?eid=2-s2.0-0019242958&partnerID=40&md5=c78b2af9f67426fd1a6445c4cf08d042","Article","Scopus","2-s2.0-0019242958"
"Liebminger, S., Hofbauer, R., Siebenhofer, M., Nyanhongo, G.S., Guebitz, G.M.","Microbial conversion of crude glycerol to dihydroxyacetone",2014,"Waste and Biomass Valorization",5,5,,781,787,,,"10.1007/s12649-013-9288-x","http://www.scopus.com/inward/record.url?eid=2-s2.0-84906851467&partnerID=40&md5=c14bde3ba41d9beeea265e1ca8d13ccc","Article","Scopus","2-s2.0-84906851467"
"Wahid, H., Ha, Q.P., Duc, H., Azzi, M.","Neural network-based meta-modelling approach for estimating spatial distribution of air pollutant levels",2013,"Applied Soft Computing Journal",13,10,,4087,4096,,8,"10.1016/j.asoc.2013.05.007","http://www.scopus.com/inward/record.url?eid=2-s2.0-84885304070&partnerID=40&md5=b8e1e0f77baaf95a4cfdeb7a7f8c5191","Article","Scopus","2-s2.0-84885304070"
"Hronec, M., Fulajtárova, K., Liptaj, T., Štolcová, M., Prónayová, N., Soták, T.","Cyclopentanone: A raw material for production of C15 and C17 fuel precursors",2014,"Biomass and Bioenergy",63,,,291,299,,4,"10.1016/j.biombioe.2014.02.025","http://www.scopus.com/inward/record.url?eid=2-s2.0-84897455407&partnerID=40&md5=463a6f343496cd59e08470579945101d","Article","Scopus","2-s2.0-84897455407"
"Shen, J., He, L., Lu, H.W.","Fractional Fuzzy Simulation–Based Health Risk Assessment for Toluene Contaminated Aquifers",2015,"Human and Ecological Risk Assessment",21,2,,397,414,,1,"10.1080/10807039.2014.920225","http://www.scopus.com/inward/record.url?eid=2-s2.0-84919660258&partnerID=40&md5=1bbd8a251959084120c6be46f9304afe","Article","Scopus","2-s2.0-84919660258"
"Saad, D.M.G., Cukrowska, E.M., Tutu, H.","Sulfonated cross-linked polyethylenimine for selective removal of mercury from aqueous solutions",2012,"Toxicological and Environmental Chemistry",94,10,,1916,1929,,5,"10.1080/02772248.2012.736997","http://www.scopus.com/inward/record.url?eid=2-s2.0-84871011689&partnerID=40&md5=5af248fe00c33cefe9f82b97b4ef7610","Article","Scopus","2-s2.0-84871011689"
"Corbo, M.R., Bevilacqua, A., Petruzzi, L., Casanova, F.P., Sinigaglia, M.","Functional Beverages: The Emerging Side of Functional Foods: Commercial Trends, Research, and Health Implications",2014,"Comprehensive Reviews in Food Science and Food Safety",13,6,,1192,1206,,4,"10.1111/1541-4337.12109","http://www.scopus.com/inward/record.url?eid=2-s2.0-84931263774&partnerID=40&md5=0ada34b63193f2f626a98b7de2be15b3","Article","Scopus","2-s2.0-84931263774"
"Nocquet, T., Dupont, C., Commandre, J.-M., Grateau, M., Thiery, S., Salvador, S.","Volatile species release during torrefaction of wood and its macromolecular constituents: Part 1 - Experimental study",2014,"Energy",72,,,180,187,,12,"10.1016/j.energy.2014.02.061","http://www.scopus.com/inward/record.url?eid=2-s2.0-84904154748&partnerID=40&md5=c8c8b7d3778d46a6fabbd9696155fb2b","Article","Scopus","2-s2.0-84904154748"
"Hangs, R.D., Schoenau, J.J., Van Rees, K.C.J., Bélanger, N., Volk, T., Jensen, T.","First Rotation Biomass Production and Nutrient Cycling within Short-Rotation Coppice Willow Plantations in Saskatchewan, Canada",2014,"Bioenergy Research",7,4,,1091,1111,,1,"10.1007/s12155-014-9452-6","http://www.scopus.com/inward/record.url?eid=2-s2.0-84912092345&partnerID=40&md5=0c68cd863c021cf14e803083bf711cce","Article","Scopus","2-s2.0-84912092345"
