"Authors","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Pulido-Velazquez, D., Ahlfeld, D., Andreu, J., Sahuquillo, A.","Reducing the computational cost of unconfined groundwater flow in conjunctive-use models at basin scale assuming linear behaviour: The case of Adra-Campo de Dalías",2008,"Journal of Hydrology",353,"1-2",,159,174,,7,"10.1016/j.jhydrol.2008.02.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-41649113694&partnerID=40&md5=c5bc50ab376b5570695807dd0f7061cb","Article","Scopus","2-s2.0-41649113694"
"Matrosov, E.S., Huskova, I., Kasprzyk, J.R., Harou, J.J., Lambert, C., Reed, P.M.","Many-objective optimization and visual analytics reveal key trade-offs for London's water supply",2015,"Journal of Hydrology",531,,,1040,1053,,,"10.1016/j.jhydrol.2015.11.003","http://www.scopus.com/inward/record.url?eid=2-s2.0-84947976140&partnerID=40&md5=3ce71614d7175298ee0ce63c9fa50271","Article","Scopus","2-s2.0-84947976140"
"Cai, Y.P., Huang, G.H., Yang, Z.F., Tan, Q.","Identification of optimal strategies for energy management systems planning under multiple uncertainties",2009,"Applied Energy",86,4,,480,495,,96,"10.1016/j.apenergy.2008.09.025","http://www.scopus.com/inward/record.url?eid=2-s2.0-58049155722&partnerID=40&md5=a9733d7e265a6f0c0c54e8077f8309ea","Article","Scopus","2-s2.0-58049155722"
"Kaldellis, J.K., Kavadias, K.A., Kondili, E.","Renewable energy desalination plants for the Greek islands - Technical and economic considerations",2004,"Desalination",170,2,,187,203,,36,"10.1016/j.desal.2004.01.005","http://www.scopus.com/inward/record.url?eid=2-s2.0-10644272691&partnerID=40&md5=0fa161d3700351661cc7ab0eb3ab1012","Article","Scopus","2-s2.0-10644272691"
"Zhang, X., Chen, H.","Thermodynamic analysis of heat pump heating supply systems with circulating water heat recovery",2013,"Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering",33,8,,1,8,,2,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84876052562&partnerID=40&md5=fe4354560e3a5ff31571256d74260e36","Article","Scopus","2-s2.0-84876052562"
"Li, Y.P., Huang, G.H., Chen, X., Cheng, S.Y.","Interval-parameter robust minimax-regret programming and its application to energy and environmental systems planning",2009,"Energy Sources, Part B: Economics, Planning and Policy",4,3,,278,294,,6,"10.1080/15567240701620531","http://www.scopus.com/inward/record.url?eid=2-s2.0-77649334753&partnerID=40&md5=9904c83b1eabf63b2be4d8b5fb03200d","Article","Scopus","2-s2.0-77649334753"
"Zuorro, A.","Response surface methodology analysis of polyphenol recovery from artichoke waste",2014,"American Journal of Applied Sciences",11,9,,1463,1471,,5,"10.3844/ajassp.2014.1463.1471","http://www.scopus.com/inward/record.url?eid=2-s2.0-84903952040&partnerID=40&md5=06a487e0700e694ebe019d965fb6b1bd","Article","Scopus","2-s2.0-84903952040"
"Zhou, Y., Schideman, L., Yu, G., Zhang, Y.","A synergistic combination of algal wastewater treatment and hydrothermal biofuel production maximized by nutrient and carbon recycling",2013,"Energy and Environmental Science",6,12,,3765,3779,,32,"10.1039/c3ee24241b","http://www.scopus.com/inward/record.url?eid=2-s2.0-84887909738&partnerID=40&md5=49c7b9f7f76c044d6d97f558ac18572d","Article","Scopus","2-s2.0-84887909738"
"Hall, A., Scott, J.A., Shang, H.","Geothermal energy recovery from underground mines",2011,"Renewable and Sustainable Energy Reviews",15,2,,916,924,,18,"10.1016/j.rser.2010.11.007","http://www.scopus.com/inward/record.url?eid=2-s2.0-78649727099&partnerID=40&md5=eb19bed8cbe40b1e58d0ff6f59e60cf6","Article","Scopus","2-s2.0-78649727099"
"Peu, P., Picard, S., Diara, A., Girault, R., Béline, F., Bridoux, G., Dabert, P.","Prediction of hydrogen sulphide production during anaerobic digestion of organic substrates",2012,"Bioresource Technology",121,,,419,424,,21,"10.1016/j.biortech.2012.06.112","http://www.scopus.com/inward/record.url?eid=2-s2.0-84865571009&partnerID=40&md5=15b48f2a11d06fac0650f0b4ed02d37c","Article","Scopus","2-s2.0-84865571009"
"Riaz, M., Nadeem, R., Hanif, M.A., Ansari, T.M., Rehman, K.-u.-","Pb(II) biosorption from hazardous aqueous streams using Gossypium hirsutum (Cotton) waste biomass",2009,"Journal of Hazardous Materials",161,1,,88,94,,55,"10.1016/j.jhazmat.2008.03.096","http://www.scopus.com/inward/record.url?eid=2-s2.0-56149085448&partnerID=40&md5=3c3126cfc901dd307d04fd144234f6c8","Article","Scopus","2-s2.0-56149085448"
"Ya-wei, W., Cheng-min, G., Xiao-tang, N., Mei-xue, C., Yuan-song, W.","Multivariate analysis of sludge disintegration by microwave-hydrogen peroxide pretreatment process",2015,"Journal of Hazardous Materials",283,,,856,864,,3,"10.1016/j.jhazmat.2014.10.022","http://www.scopus.com/inward/record.url?eid=2-s2.0-84920064385&partnerID=40&md5=5a55a1fe5110a7cf72311d20f841452b","Article","Scopus","2-s2.0-84920064385"
"Tang, W., Kovalsky, P., He, D., Waite, T.D.","Fluoride and nitrate removal from brackish groundwaters by batch-mode capacitive deionization",2015,"Water Research",84,,,342,349,,1,"10.1016/j.watres.2015.08.012","http://www.scopus.com/inward/record.url?eid=2-s2.0-84939236078&partnerID=40&md5=17ff94bc887f280db7e1baadb1854778","Article","Scopus","2-s2.0-84939236078"
"Colella, F., Sciacovelli, A., Verda, V.","Numerical analysis of a medium scale latent energy storage unit for district heating systems",2012,"Energy",45,1,,397,406,,19,"10.1016/j.energy.2012.03.043","http://www.scopus.com/inward/record.url?eid=2-s2.0-84865414369&partnerID=40&md5=63828bc103383b7c40fc5939ea881293","Article","Scopus","2-s2.0-84865414369"
"Rieger, L., Takács, I., Siegrist, H.","Improving nutrient removal while reducing energy use at three Swiss WWTPs using advanced control",2012,"Water Environment Research",84,2,,170,188,,13,"10.2175/106143011X13233670703684","http://www.scopus.com/inward/record.url?eid=2-s2.0-84860191148&partnerID=40&md5=79644aa4d0d52e156f3092e00540828c","Article","Scopus","2-s2.0-84860191148"
"Wong, K.V., Johnston, J.","Cooling systems for power plants in an energy-water nexus era",2014,"Journal of Energy Resources Technology, Transactions of the ASME",136,1,12001,,,,3,"10.1115/1.4024918","http://www.scopus.com/inward/record.url?eid=2-s2.0-84889050448&partnerID=40&md5=858678f287196ef534a572e9a8f352d5","Article","Scopus","2-s2.0-84889050448"
"Abdullahi, M.E., Hassan, M.A.A., Noor, Z.Z., Ibrahim, R.K.R.","Application of a packed column air stripper in the removal of volatile organic compounds from wastewater",2014,"Reviews in Chemical Engineering",30,5,,431,451,,,"10.1515/revce-2014-0003","http://www.scopus.com/inward/record.url?eid=2-s2.0-84925354866&partnerID=40&md5=c9c208d1b431b7432f55934072da67d2","Article","Scopus","2-s2.0-84925354866"
"Zacharof, M.-P., Lovitt, R.W.","Complex effluent streams as a potential source of volatile fatty acids",2013,"Waste and Biomass Valorization",4,3,,557,581,,11,"10.1007/s12649-013-9202-6","http://www.scopus.com/inward/record.url?eid=2-s2.0-84891435900&partnerID=40&md5=6c2d072e0ae19b84b470a62d5e676361","Article","Scopus","2-s2.0-84891435900"
"Singh, A.","Managing the environmental problem of seawater intrusion in coastal aquifers through simulation-optimization modeling",2014,"Ecological Indicators",48,,,498,504,,7,"10.1016/j.ecolind.2014.09.011","http://www.scopus.com/inward/record.url?eid=2-s2.0-84907518490&partnerID=40&md5=38e58c905fcb1e79a0e819884a9faa59","Article","Scopus","2-s2.0-84907518490"
"Luo, X., Zhang, B., Chen, Y., Mo, S.","Heat integration of regenerative Rankine cycle and process surplus heat through graphical targeting and mathematical modeling technique",2012,"Energy",45,1,,556,569,,7,"10.1016/j.energy.2012.07.052","http://www.scopus.com/inward/record.url?eid=2-s2.0-84865407568&partnerID=40&md5=7ef548d06befc88454aa11e31e8a99f2","Article","Scopus","2-s2.0-84865407568"
"Wu, J.W., Biggs, M.J., Pendleton, P., Badalyan, A., Hu, E.J.","Experimental implementation and validation of thermodynamic cycles of adsorption-based desalination",2012,"Applied Energy",98,,,190,197,,8,"10.1016/j.apenergy.2012.03.022","http://www.scopus.com/inward/record.url?eid=2-s2.0-84862168682&partnerID=40&md5=93257c811a3b4d4b1c12f5bc65af5d37","Article","Scopus","2-s2.0-84862168682"
"Mago, P.J., Hueffed, A.K.","Evaluation of a turbine driven CCHP system for large office buildings under different operating strategies",2010,"Energy and Buildings",42,10,,1628,1636,,64,"10.1016/j.enbuild.2010.04.005","http://www.scopus.com/inward/record.url?eid=2-s2.0-77955584374&partnerID=40&md5=4b6a3cccff05264304af442bf44a9101","Article","Scopus","2-s2.0-77955584374"
"Sahu, J.N., Acharya, J., Meikap, B.C.","Optimization of production conditions for activated carbons from Tamarind wood by zinc chloride using response surface methodology",2010,"Bioresource Technology",101,6,,1974,1982,,84,"10.1016/j.biortech.2009.10.031","http://www.scopus.com/inward/record.url?eid=2-s2.0-77958166134&partnerID=40&md5=b3eaa3ea9c3a76c8c803a6c9177a305d","Article","Scopus","2-s2.0-77958166134"
"Mittal, A., Mittal, J., Kurup, L.","Batch and bulk removal of hazardous dye, indigo carmine from wastewater through adsorption",2006,"Journal of Hazardous Materials",137,1,,591,602,,70,"10.1016/j.jhazmat.2006.02.047","http://www.scopus.com/inward/record.url?eid=2-s2.0-33747790266&partnerID=40&md5=dc0e951d97e252a1fe17f5c988b00e13","Article","Scopus","2-s2.0-33747790266"
"Li, G.C., Huang, G.H., Liu, Z.F.","DMSP-IEES: A Stochastic Programming Model Based on Dual-Interval and Multi-Stage Scenarios Modeling Approaches for Energy Systems Management and GHG Emissions Control",2014,"Environmental Modeling and Assessment",19,5,,373,387,,,"10.1007/s10666-014-9403-9","http://www.scopus.com/inward/record.url?eid=2-s2.0-84907710324&partnerID=40&md5=e1d63f48cbf72297560c9ff56b75e9f3","Article","Scopus","2-s2.0-84907710324"
"Pontes, R.F.F., Moraes, J.E.F., Machulek Jr., A., Pinto, J.M.","A mechanistic kinetic model for phenol degradation by the Fenton process",2010,"Journal of Hazardous Materials",176,"1-3",,402,413,,32,"10.1016/j.jhazmat.2009.11.044","http://www.scopus.com/inward/record.url?eid=2-s2.0-74449085729&partnerID=40&md5=0a5d35d7bbd7ecd375c284c011af5d87","Article","Scopus","2-s2.0-74449085729"
"Galluzzo, M., Cosenza, B.","Control of the biodegradation of mixed wastes in a continuous bioreactor by a type-2 fuzzy logic controller",2009,"Computers and Chemical Engineering",33,9,,1475,1483,,22,"10.1016/j.compchemeng.2009.04.003","http://www.scopus.com/inward/record.url?eid=2-s2.0-67651121695&partnerID=40&md5=d3776c4827d62f5ac1c6f9b05cc59938","Article","Scopus","2-s2.0-67651121695"
"Dvořák, R., Pařízek, T., Bébar, L., Stehlík, P.","Incineration and gasification technologies completed with up-to-date off-gas cleaning system for meeting environmental limits",2009,"Clean Technologies and Environmental Policy",11,1,,95,105,,9,"10.1007/s10098-008-0170-7","http://www.scopus.com/inward/record.url?eid=2-s2.0-60649111055&partnerID=40&md5=1686bbe2d9590e1c8b57ce7086c75fe9","Article","Scopus","2-s2.0-60649111055"
"Čuček, L., Kravanja, Z.","Efficient transshipment-based framework for energy targeting and retrofitting industrial total sites",2014,"Chemical Engineering Transactions",39,"Special Issue",,1813,1818,,3,"10.3303/CET1439303","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908084322&partnerID=40&md5=0fc276d73ad96990694f706c5bf1c27c","Article","Scopus","2-s2.0-84908084322"
"Oyedun, A.O., Gebreegziabher, T., Ng, D.K.S., Hui, C.W.","Mixed-waste pyrolysis of biomass and plastics waste - A modelling approach to reduce energy usage",2014,"Energy",75,,,127,135,,2,"10.1016/j.energy.2014.05.063","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908063144&partnerID=40&md5=3c795bfc56fca65831aebc32b1d11727","Article","Scopus","2-s2.0-84908063144"
"Nord, L.O., Martelli, E., Bolland, O.","Weight and power optimization of steam bottoming cycle for offshore oil and gas installations",2014,"Energy",76,,,891,898,,1,"10.1016/j.energy.2014.08.090","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908471148&partnerID=40&md5=8c018ef0fe36f6a4c6f3e09f7969593c","Article","Scopus","2-s2.0-84908471148"
"Wan, S., Sun, L., Douieb, Y., Sun, J., Luo, W.","Anaerobic digestion of municipal solid waste composed of food waste, wastepaper, and plastic in a single-stage system: Performance and microbial community structure characterization",2013,"Bioresource Technology",146,,,619,627,,7,"10.1016/j.biortech.2013.07.140","http://www.scopus.com/inward/record.url?eid=2-s2.0-84883039630&partnerID=40&md5=107a477b79a3fe1e754eeecb5e89742e","Article","Scopus","2-s2.0-84883039630"
"Salata, F., Coppi, M.","A first approach study on the desalination of sea water using heat transformers powered by solar ponds",2014,"Applied Energy",136,,,611,618,,6,"10.1016/j.apenergy.2014.09.079","http://www.scopus.com/inward/record.url?eid=2-s2.0-84908514277&partnerID=40&md5=2c1dc7679d1a84d5be08a5bd8860108a","Article","Scopus","2-s2.0-84908514277"
"Marshman, D.J., Chmelyk, T., Sidhu, M.S., Gopaluni, R.B., Dumont, G.A.","Energy optimization in a pulp and paper mill cogeneration facility",2010,"Applied Energy",87,11,,3514,3525,,23,"10.1016/j.apenergy.2010.04.023","http://www.scopus.com/inward/record.url?eid=2-s2.0-77955173452&partnerID=40&md5=7e5ba47e323c3d886cdef627f49c7ddc","Article","Scopus","2-s2.0-77955173452"
"Borja, R., Sánchez, E., Raposo, F., Rincón, B., Jiménez, A.M., Martín, A.","A study of the natural biodegradation of two-phase olive mill solid waste during its storage in an evaporation pond",2006,"Waste Management",26,5,,477,486,,17,"10.1016/j.wasman.2005.02.024","http://www.scopus.com/inward/record.url?eid=2-s2.0-33644941591&partnerID=40&md5=c04cce52a1a1ef597f1f10b5cb8aed1c","Article","Scopus","2-s2.0-33644941591"
"Cheng, C.-L., Gragg, M.J., Perfect, E., White, M.D., Lemiszki, P.J., McKay, L.D.","Sensitivity of injection costs to input petrophysical parameters in numerical geologic carbon sequestration models",2013,"International Journal of Greenhouse Gas Control",18,,,277,284,,2,"10.1016/j.ijggc.2013.07.018","http://www.scopus.com/inward/record.url?eid=2-s2.0-84883324024&partnerID=40&md5=7d5a94d7e62ae8c078f5ace3b76cae0e","Article","Scopus","2-s2.0-84883324024"
"Zheng, L., Samper, J., Montenegro, L., Fernández, A.M.","A coupled THMC model of a heating and hydration laboratory experiment in unsaturated compacted FEBEX bentonite",2010,"Journal of Hydrology",386,"1-4",,80,94,,13,"10.1016/j.jhydrol.2010.03.009","http://www.scopus.com/inward/record.url?eid=2-s2.0-77952110417&partnerID=40&md5=19e0801fa4ad806d547d9f9b24147512","Article","Scopus","2-s2.0-77952110417"
"Alshammari, J.S., Gad, F.K., Elgibaly, A.A.M., Khan, A.R.","Solid waste management in petroleum refineries",2008,"American Journal of Environmental Sciences",4,4,,353,361,,5,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-45249124724&partnerID=40&md5=30d771cd6c855f344f8df9a61d846517","Article","Scopus","2-s2.0-45249124724"
"Muñoz, I., Feral, J., Ayllón, J.A., Malato, S., Martin, M.J., Perrot, J.Y., Vincent, M., Domènech, X.","Life-cycle assessment of a coupled advanced oxidation-biological process for wastewater treatment: Comparison with granular activated carbon adsorption",2007,"Environmental Engineering Science",24,5,,638,651,,17,"10.1089/ees.2006.0134","http://www.scopus.com/inward/record.url?eid=2-s2.0-34248637308&partnerID=40&md5=5ba01e6bda9bdba186de4eee135ce8e9","Article","Scopus","2-s2.0-34248637308"
"Visosky, M., Shatilla, Y., Hejzlar, P., Kazimi, M.S.","Actinide transmutation in PWRs using CONFU assemblies",2009,"Nuclear Science and Engineering",163,3,,215,242,,5,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-70449338249&partnerID=40&md5=6261a34709114f17548bb6fcf43a93da","Article","Scopus","2-s2.0-70449338249"
"Dong, C., Huang, G.H., Cai, Y.P., Xu, Y.","An interval-parameter minimax regret programming approach for power management systems planning under uncertainty",2011,"Applied Energy",88,8,,2835,2845,,29,"10.1016/j.apenergy.2011.01.056","http://www.scopus.com/inward/record.url?eid=2-s2.0-79953050589&partnerID=40&md5=5f53804b5f93e8dedc64e2e55fb0b5fb","Article","Scopus","2-s2.0-79953050589"
"Akinbomi, J., Taherzadeh, M.J.","Evaluation of fermentative hydrogen production from single and mixed fruit wastes",2015,"Energies",8,5,,4253,4272,,,"10.3390/en8054253","http://www.scopus.com/inward/record.url?eid=2-s2.0-84930807156&partnerID=40&md5=b7f7a082e31b8a720e40e39deafe1a91","Article","Scopus","2-s2.0-84930807156"
"Mañón-Salas, C., Moreno-Goytia, E.L., Hernández-Berriel, M.C., Marquez-Benavides, L.","Estimation of solid waste biomethanization: Development of novel methodology and ANFIS models",2012,"Applied Artificial Intelligence",26,5,,445,465,,,"10.1080/08839514.2012.670975","http://www.scopus.com/inward/record.url?eid=2-s2.0-84861371980&partnerID=40&md5=2ef364b184fc60281eb81382ddbf6a87","Article","Scopus","2-s2.0-84861371980"
"Nie, X.H., Huang, G.H., Li, Y.P., Liu, L.","IFRP: A hybrid interval-parameter fuzzy robust programming approach for waste management planning under uncertainty",2007,"Journal of Environmental Management",84,1,,1,11,,101,"10.1016/j.jenvman.2006.04.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-33947312158&partnerID=40&md5=c0fcdc7a11d9d492fe01f317d13d027b","Article","Scopus","2-s2.0-33947312158"
"Lo Basso, G., de Santoli, L., Albo, A., Nastasi, B.","H<inf>2</inf>NG (hydrogen-natural gas mixtures) effects on energy performances of a condensing micro-CHP (combined heat and power) for residential applications: An expeditious assessment of water condensation and experimental analysis",2015,"Energy",84,,,397,418,,1,"10.1016/j.energy.2015.03.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-84926310672&partnerID=40&md5=d8d952cc3b1884efbb3a1cafc919ca66","Article","Scopus","2-s2.0-84926310672"
"Velis, C.A., Longhurst, P.J., Drew, G.H., Smith, R., Pollard, S.J.T.","Production and quality assurance of solid recovered fuels using mechanical-biological treatment (MBT) of waste: A comprehensive assessment",2010,"Critical Reviews in Environmental Science and Technology",40,12,,979,1105,,24,"10.1080/10643380802586980","http://www.scopus.com/inward/record.url?eid=2-s2.0-79959618295&partnerID=40&md5=8a327cc93ef08657217f3122b7115f20","Article","Scopus","2-s2.0-79959618295"
"Xu, Q., Liu, R., Chen, Q., Li, R.","Review on water leakage control in distribution networks and the associated environmental benefits",2014,"Journal of Environmental Sciences (China)",26,5,,955,961,,2,"10.1016/S1001-0742(13)60569-0","http://www.scopus.com/inward/record.url?eid=2-s2.0-84897483501&partnerID=40&md5=e973974c6b3d157930ea046464a632b0","Article","Scopus","2-s2.0-84897483501"
"Yuan, Z.-W., Zhu, Y.-N., Shi, J.-K., Liu, X., Huang, L.","Life-cycle assessment of continuous pad-dyeing technology for cotton fabrics",2013,"International Journal of Life Cycle Assessment",18,3,,659,672,,5,"10.1007/s11367-012-0470-3","http://www.scopus.com/inward/record.url?eid=2-s2.0-84878568070&partnerID=40&md5=c299d2579ba9385272a41d26c0bce47e","Article","Scopus","2-s2.0-84878568070"
"Çalban, T., Kavci, E.","Removal of calcium from soda liquid waste containing calcium chloride",2010,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",32,5,,407,418,,3,"10.1080/15567030903261816","http://www.scopus.com/inward/record.url?eid=2-s2.0-74549197029&partnerID=40&md5=90c856da541abdf03f95c0a6e444b611","Article","Scopus","2-s2.0-74549197029"
"Jang, J.-H., Ahn, J.-H.","Evaluation of a microwave-heating anaerobic digester treating municipal secondary sludge",2013,"Environmental Technology (United Kingdom)",34,7,,885,889,,,"10.1080/09593330.2012.721200","http://www.scopus.com/inward/record.url?eid=2-s2.0-84876419791&partnerID=40&md5=d05759f9e9e726d7e42fd73e15664a1a","Article","Scopus","2-s2.0-84876419791"
"Wang, T.-H., Wang, Q.-H., Leng, C., Wang, X.-D.","Parameter analysis and optimal design for two-stage thermoelectric cooler",2015,"Applied Energy",154,,,1,12,,2,"10.1016/j.apenergy.2015.04.104","http://www.scopus.com/inward/record.url?eid=2-s2.0-84928996078&partnerID=40&md5=4efcbfc184ac9098d4d0e6d7f7c0bb18","Article","Scopus","2-s2.0-84928996078"
"David, P.L., Bulteau, G., Humeau, P., Gérente, C., Andrès, Y.","Laundry greywater treatment using a fluidized bed reactor: a proposed model based on greywater biodegradation and residence time distribution approach.",2013,"Environmental technology",34,"21-24",,3087,3094,,1,,"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897574275&partnerID=40&md5=587c0b6434c2218bfb12413eff540fe9","Article","Scopus","2-s2.0-84897574275"
"Schuster, A., Karellas, S., Kakaras, E., Spliethoff, H.","Energetic and economic investigation of Organic Rankine Cycle applications",2009,"Applied Thermal Engineering",29,"8-9",,1809,1817,,209,"10.1016/j.applthermaleng.2008.08.016","http://www.scopus.com/inward/record.url?eid=2-s2.0-61749085806&partnerID=40&md5=61d02a2df4df6534d824c4a1d9fedb08","Article","Scopus","2-s2.0-61749085806"
"Liu, M., Huang, G.H., Liao, R.F., Li, Y.P., Xie, Y.L.","Fuzzy two-stage non-point source pollution management model for agricultural systems-A case study for the Lake Tai Basin, China",2013,"Agricultural Water Management",121,,,27,41,,3,"10.1016/j.agwat.2013.01.006","http://www.scopus.com/inward/record.url?eid=2-s2.0-84873903220&partnerID=40&md5=ca880b579a878121b6d25b4ade67c459","Article","Scopus","2-s2.0-84873903220"
"Ajbar, A.","Stability analysis of the biodegradation of mixed wastes in a continuous bioreactor with cell recycle",2001,"Water Research",35,5,,1201,1208,,12,"10.1016/S0043-1354(00)00392-4","http://www.scopus.com/inward/record.url?eid=2-s2.0-0035133834&partnerID=40&md5=2e483c83caca2dd8494756046bab9b09","Article","Scopus","2-s2.0-0035133834"
"Vieira, A.S., Stewart, R.A., Beal, C.D.","Air source heat pump water heaters in residential buildings in Australia: Identification of key performance parameters",2015,"Energy and Buildings",91,,,148,162,,,"10.1016/j.enbuild.2015.01.041","http://www.scopus.com/inward/record.url?eid=2-s2.0-84922381459&partnerID=40&md5=b1fffde2c8da772157d0b5c3409da388","Article","Scopus","2-s2.0-84922381459"
"Malakahmad, A., Basri, N.E.A., Zain, S.M.","Design and process simulation of a small scale waste-to-energy bioreactor",2012,"Journal of Applied Sciences",12,24,,2586,2591,,,"10.3923/jas.2012.2586.2591","http://www.scopus.com/inward/record.url?eid=2-s2.0-84872329523&partnerID=40&md5=ac19ebb54e9d29d4ea1ca8ae7f429fb3","Article","Scopus","2-s2.0-84872329523"
"Zhang, L.Z., He, L., Huang, G.H., Zhu, Y.","Integrated regional renewable and nonrenewable energy policies identified through interval stochastic semi-infinite programming",2013,"Journal of Energy Engineering",139,2,,80,90,,1,"10.1061/(ASCE)EY.1943-7897.0000099","http://www.scopus.com/inward/record.url?eid=2-s2.0-84877621522&partnerID=40&md5=d280bb9098510ab337a9e149d7259774","Article","Scopus","2-s2.0-84877621522"
"Jin, L., Huang, G.H., Wang, L., Wang, X.","Robust fully fuzzy programming with fuzzy set ranking method for environmental systems planning under uncertainty",2013,"Environmental Engineering Science",30,6,,280,293,,3,"10.1089/ees.2012.0144","http://www.scopus.com/inward/record.url?eid=2-s2.0-84887958774&partnerID=40&md5=d59b734e88e89ba3463dc6e4be2ad6f1","Article","Scopus","2-s2.0-84887958774"
"Sahu, J.N., Acharya, J., Meikap, B.C.","Response surface modeling and optimization of chromium(VI) removal from aqueous solution using Tamarind wood activated carbon in batch process",2009,"Journal of Hazardous Materials",172,"2-3",,818,825,,105,"10.1016/j.jhazmat.2009.07.075","http://www.scopus.com/inward/record.url?eid=2-s2.0-71749121575&partnerID=40&md5=862ec22271dd89a4c9a8c4402eaf290e","Article","Scopus","2-s2.0-71749121575"
"Kurniawan, T.A., Lo, W.-H., Chan, G.Y.S.","Degradation of recalcitrant compounds from stabilized landfill leachate using a combination of ozone-GAC adsorption treatment",2006,"Journal of Hazardous Materials",137,1,,443,455,,67,"10.1016/j.jhazmat.2006.02.020","http://www.scopus.com/inward/record.url?eid=2-s2.0-33748041973&partnerID=40&md5=7b6e4ee8959895bc34d6b81e966ae2f8","Article","Scopus","2-s2.0-33748041973"
"Chen, L., Wang, W., Anpalagan, A., Vasilakos, A.V., Illanko, K., Wang, H., Naeem, M.","Green cooperative cognitive communication and networking: A new paradigm for wireless networks",2013,"Mobile Networks and Applications",18,4,,524,534,,,"10.1007/s11036-013-0441-3","http://www.scopus.com/inward/record.url?eid=2-s2.0-84880507206&partnerID=40&md5=1e4f3a3db96cf19aaa2bc7f53007e646","Article","Scopus","2-s2.0-84880507206"
"Santarelli, M., Barra, S., Sagnelli, F., Zitella, P.","Biomass-to-electricity: Analysis and optimization of the complete pathway steam explosion - enzymatic hydrolysis - anaerobic digestion with ICE vs SOFC as biogas users",2012,"Bioresource Technology",123,,,430,438,,2,"10.1016/j.biortech.2012.07.021","http://www.scopus.com/inward/record.url?eid=2-s2.0-84865537554&partnerID=40&md5=50bea9dad8bbecd3389affac0b4d799f","Article","Scopus","2-s2.0-84865537554"
"Buller, L.S., Ortega, E., Bergier, I., Mesa-Pérez, J.M., Salis, S.M., Luengo, C.A.","Sustainability assessment of water hyacinth fast pyrolysis in the Upper Paraguay River basin, Brazil",2015,"Science of the Total Environment",532,,,281,291,,,"10.1016/j.scitotenv.2015.05.129","http://www.scopus.com/inward/record.url?eid=2-s2.0-84936755236&partnerID=40&md5=76b33bb7c3441fbcb64df94e88f38f59","Article","Scopus","2-s2.0-84936755236"
"He, R., Xia, F.-F., Wang, J., Pan, C.-L., Fang, C.-R.","Characterization of adsorption removal of hydrogen sulfide by waste biocover soil, an alternative landfill cover",2011,"Journal of Hazardous Materials",186,1,,773,778,,18,"10.1016/j.jhazmat.2010.11.062","http://www.scopus.com/inward/record.url?eid=2-s2.0-79551543524&partnerID=40&md5=d7ce74c396654b81ea381fdbb88f4931","Article","Scopus","2-s2.0-79551543524"
"Kuroda, K., Akiyama, Y., Keno, Y., Nakatani, N., Otsuka, K.","Anaerobic digestion of marine biomass for practical operation",2014,"Journal of Marine Science and Technology (Japan)",19,3,,280,291,,,"10.1007/s00773-013-0247-9","http://www.scopus.com/inward/record.url?eid=2-s2.0-84906659122&partnerID=40&md5=2156aa51ea767d03f349978217822176","Article","Scopus","2-s2.0-84906659122"
"Myat, A., Thu, K., Kim, Y.D., Choon, N.K.","The performance investigation of a temperature cascaded cogeneration system equipped with adsorption desalination unit",2013,"Desalination and Water Treatment",51,"7-9",,1900,1907,,,"10.1080/19443994.2012.714580","http://www.scopus.com/inward/record.url?eid=2-s2.0-84875797258&partnerID=40&md5=3dd0d7d0713cbaf29212fb48e1053ab0","Article","Scopus","2-s2.0-84875797258"
"Nourouzi, M.M., Chuah, T.G., Choong, T.S.Y.","Optimisation of reactive dye removal by sequential electrocoagulation- flocculation method: Comparing ANN and RSM prediction",2011,"Water Science and Technology",63,5,,984,995,,7,"10.2166/wst.2011.280","http://www.scopus.com/inward/record.url?eid=2-s2.0-79955427430&partnerID=40&md5=611034789e1d193ce1a634d9976410ad","Article","Scopus","2-s2.0-79955427430"
"Brune, D.E., Lundquist, T.J., Benemann, J.R.","Microalgal biomass for greenhouse gas reductions: Potential for replacement of fossil fuels and animal feeds",2009,"Journal of Environmental Engineering",135,11,,1136,1144,,83,"10.1061/(ASCE)EE.1943-7870.0000100","http://www.scopus.com/inward/record.url?eid=2-s2.0-70350192418&partnerID=40&md5=528bb8bb1af834fb68f3f4a2664fa8ae","Article","Scopus","2-s2.0-70350192418"
